datas,labels
"[[[ 20  22  24]
  [ 23  25  27]
  [ 29  29  33]
  ...
  [ 74  81 108]
  [105 117 148]
  [119 132 164]]

 [[ 27  30  34]
  [ 30  33  37]
  [ 36  37  43]
  ...
  [ 79  87 112]
  [113 124 154]
  [128 140 170]]

 [[ 46  51  60]
  [ 49  54  64]
  [ 54  59  71]
  ...
  [ 88  96 119]
  [126 135 162]
  [144 153 180]]

 ...

 [[148 158 175]
  [148 158 175]
  [148 158 175]
  ...
  [140 164 196]
  [140 163 195]
  [140 163 196]]

 [[147 157 174]
  [147 157 174]
  [146 156 173]
  ...
  [141 164 196]
  [140 163 195]
  [140 163 195]]

 [[146 156 173]
  [146 156 173]
  [145 154 172]
  ...
  [141 164 196]
  [140 163 195]
  [140 163 195]]]",[0. 1. 0.]
"[[[ 20  32  61]
  [ 20  32  61]
  [ 20  31  61]
  ...
  [ 35  52  80]
  [ 40  55  80]
  [ 45  58  83]]

 [[ 20  31  60]
  [ 20  31  60]
  [ 20  31  61]
  ...
  [ 36  53  81]
  [ 41  55  81]
  [ 45  58  83]]

 [[ 19  30  59]
  [ 19  30  59]
  [ 19  30  59]
  ...
  [ 39  55  84]
  [ 42  56  82]
  [ 47  59  84]]

 ...

 [[130 147 196]
  [127 144 194]
  [118 135 186]
  ...
  [233 222 208]
  [235 225 211]
  [236 226 212]]

 [[138 155 202]
  [135 152 200]
  [129 145 194]
  ...
  [231 219 204]
  [232 220 206]
  [233 221 207]]

 [[142 158 205]
  [140 156 203]
  [134 150 198]
  ...
  [230 218 202]
  [231 218 204]
  [232 219 205]]]",[0. 1. 0.]
"[[[ 22  24  34]
  [ 22  23  34]
  [ 20  22  33]
  ...
  [ 28  23  38]
  [ 33  27  43]
  [ 35  28  46]]

 [[ 22  24  34]
  [ 21  23  34]
  [ 21  22  33]
  ...
  [ 29  25  40]
  [ 35  28  45]
  [ 37  30  48]]

 [[ 21  24  34]
  [ 21  23  34]
  [ 21  22  34]
  ...
  [ 33  29  45]
  [ 38  32  50]
  [ 40  34  53]]

 ...

 [[131 149 213]
  [131 149 213]
  [131 149 214]
  ...
  [167 168 191]
  [159 161 184]
  [156 157 181]]

 [[129 147 211]
  [129 147 211]
  [129 148 212]
  ...
  [146 143 157]
  [129 127 139]
  [121 119 131]]

 [[128 146 210]
  [128 147 210]
  [128 147 211]
  ...
  [136 132 141]
  [114 110 118]
  [103  99 107]]]",[0. 1. 0.]
"[[[ 88 100 134]
  [ 85  97 131]
  [ 79  93 123]
  ...
  [ 64  87 140]
  [ 65  87 133]
  [ 65  87 130]]

 [[ 93 106 142]
  [ 91 104 140]
  [ 85 101 133]
  ...
  [ 65  89 140]
  [ 69  91 136]
  [ 71  93 135]]

 [[106 121 158]
  [104 119 157]
  [ 98 116 152]
  ...
  [ 70  93 142]
  [ 78 101 143]
  [ 84 106 145]]

 ...

 [[ 73 105 162]
  [ 72 105 162]
  [ 70 103 160]
  ...
  [ 33  36  36]
  [ 35  38  38]
  [ 36  39  39]]

 [[ 74 106 164]
  [ 73 105 163]
  [ 70 102 160]
  ...
  [ 32  36  36]
  [ 34  38  38]
  [ 35  39  38]]

 [[ 74 106 165]
  [ 73 105 163]
  [ 69 102 160]
  ...
  [ 32  36  36]
  [ 33  38  37]
  [ 34  39  38]]]",[0. 1. 0.]
"[[[ 28  29  33]
  [ 27  31  36]
  [ 31  41  52]
  ...
  [ 30  36  43]
  [ 31  37  45]
  [ 32  39  47]]

 [[ 27  29  33]
  [ 26  31  37]
  [ 31  42  53]
  ...
  [ 30  36  44]
  [ 31  37  46]
  [ 32  38  47]]

 [[ 26  29  34]
  [ 26  31  38]
  [ 33  44  56]
  ...
  [ 30  37  45]
  [ 31  37  46]
  [ 31  38  46]]

 ...

 [[ 38  54  77]
  [ 37  53  74]
  [ 35  49  68]
  ...
  [ 51  74 104]
  [ 48  67  93]
  [ 46  64  89]]

 [[ 32  46  67]
  [ 31  44  64]
  [ 28  40  57]
  ...
  [ 51  75 104]
  [ 49  69  96]
  [ 48  67  92]]

 [[ 30  43  63]
  [ 29  41  60]
  [ 27  37  54]
  ...
  [ 51  75 105]
  [ 49  70  97]
  [ 49  68  93]]]",[0. 1. 0.]
"[[[110 112 115]
  [110 112 115]
  [109 109 114]
  ...
  [ 19  21  24]
  [ 17  19  20]
  [ 16  19  18]]

 [[109 111 114]
  [109 110 114]
  [108 109 114]
  ...
  [ 19  21  24]
  [ 17  20  20]
  [ 17  19  18]]

 [[106 108 113]
  [107 108 113]
  [106 107 114]
  ...
  [ 20  22  25]
  [ 18  20  21]
  [ 17  19  19]]

 ...

 [[129 129 153]
  [132 133 158]
  [138 142 168]
  ...
  [ 75  78 104]
  [ 77  78 100]
  [ 78  78  99]]

 [[123 119 136]
  [126 124 142]
  [134 135 156]
  ...
  [ 79  81 108]
  [ 82  81 104]
  [ 82  81 102]]

 [[121 115 129]
  [124 120 136]
  [133 132 150]
  ...
  [ 81  82 109]
  [ 83  83 105]
  [ 84  83 103]]]",[0. 1. 0.]
"[[[ 87  91  99]
  [ 89  94 102]
  [ 95 100 111]
  ...
  [ 49  52  57]
  [ 43  46  50]
  [ 41  44  48]]

 [[ 88  93 101]
  [ 90  95 104]
  [ 96 101 113]
  ...
  [ 50  54  58]
  [ 44  48  52]
  [ 42  45  49]]

 [[ 91  96 105]
  [ 93  98 109]
  [ 98 104 117]
  ...
  [ 52  56  61]
  [ 46  50  55]
  [ 44  48  52]]

 ...

 [[ 84  87  88]
  [ 79  82  83]
  [ 67  69  70]
  ...
  [ 41  32  28]
  [ 40  30  26]
  [ 40  30  26]]

 [[ 86  88  90]
  [ 82  84  86]
  [ 72  73  75]
  ...
  [ 41  31  28]
  [ 39  28  24]
  [ 38  27  23]]

 [[ 87  88  91]
  [ 83  84  87]
  [ 74  74  77]
  ...
  [ 41  31  28]
  [ 38  27  24]
  [ 37  26  22]]]",[0. 1. 0.]
"[[[ 69  63  67]
  [ 70  65  69]
  [ 73  69  75]
  ...
  [102 118 144]
  [101 115 139]
  [100 114 138]]

 [[ 68  62  66]
  [ 69  64  68]
  [ 72  68  74]
  ...
  [102 118 144]
  [101 115 140]
  [101 114 138]]

 [[ 66  60  65]
  [ 67  62  67]
  [ 69  65  72]
  ...
  [103 118 144]
  [102 116 140]
  [102 115 139]]

 ...

 [[ 58  58  66]
  [ 59  59  66]
  [ 61  61  67]
  ...
  [ 27  21   7]
  [ 25  19   7]
  [ 24  19   7]]

 [[ 57  57  67]
  [ 58  58  67]
  [ 60  60  68]
  ...
  [ 25  19   7]
  [ 21  16   6]
  [ 19  15   6]]

 [[ 56  56  67]
  [ 58  58  68]
  [ 60  60  68]
  ...
  [ 24  19   8]
  [ 19  15   6]
  [ 18  14   5]]]",[0. 1. 0.]
"[[[ 66  75  97]
  [ 74  83 107]
  [ 93 105 130]
  ...
  [ 55  63  75]
  [ 56  65  79]
  [ 58  67  83]]

 [[ 68  78 100]
  [ 76  86 110]
  [ 95 107 134]
  ...
  [ 54  62  75]
  [ 54  63  78]
  [ 56  65  81]]

 [[ 74  84 108]
  [ 81  93 118]
  [100 113 141]
  ...
  [ 52  60  74]
  [ 51  60  76]
  [ 51  61  78]]

 ...

 [[116 111 164]
  [114 108 161]
  [104  97 150]
  ...
  [ 41  44 133]
  [ 49  52 140]
  [ 52  55 142]]

 [[116 111 164]
  [111 105 158]
  [ 96  89 140]
  ...
  [ 51  53 145]
  [ 60  63 153]
  [ 64  67 157]]

 [[115 110 164]
  [109 104 156]
  [ 93  86 135]
  ...
  [ 55  57 151]
  [ 65  68 159]
  [ 69  72 163]]]",[0. 1. 0.]
"[[[ 57  46  29]
  [ 57  46  29]
  [ 56  44  30]
  ...
  [162 163 162]
  [167 169 172]
  [166 167 172]]

 [[ 56  46  29]
  [ 56  45  29]
  [ 57  44  30]
  ...
  [163 164 164]
  [167 168 171]
  [164 165 170]]

 [[ 56  45  29]
  [ 56  45  30]
  [ 57  44  30]
  ...
  [165 166 167]
  [165 166 169]
  [162 162 166]]

 ...

 [[199 195 188]
  [202 197 190]
  [189 181 173]
  ...
  [ 78  62  50]
  [ 80  62  50]
  [ 80  62  50]]

 [[203 202 196]
  [207 205 198]
  [199 192 185]
  ...
  [ 53  33  22]
  [ 55  33  22]
  [ 55  33  22]]

 [[207 208 201]
  [211 210 203]
  [204 198 190]
  ...
  [ 47  27  16]
  [ 49  27  16]
  [ 50  27  16]]]",[0. 1. 0.]
"[[[ 50  40  40]
  [ 50  40  40]
  [ 49  40  42]
  ...
  [ 59  65  86]
  [ 53  57  77]
  [ 50  54  72]]

 [[ 50  40  40]
  [ 50  39  40]
  [ 49  40  41]
  ...
  [ 61  67  90]
  [ 54  60  81]
  [ 51  57  77]]

 [[ 50  38  38]
  [ 49  38  38]
  [ 48  39  41]
  ...
  [ 63  72  98]
  [ 56  66  91]
  [ 53  63  87]]

 ...

 [[119 133 174]
  [123 136 177]
  [128 141 183]
  ...
  [ 20  16  18]
  [ 19  15  17]
  [ 18  15  17]]

 [[116 132 180]
  [118 133 181]
  [120 135 183]
  ...
  [ 19  16  18]
  [ 19  16  18]
  [ 18  15  17]]

 [[115 131 182]
  [116 132 183]
  [117 133 184]
  ...
  [ 19  16  18]
  [ 19  16  18]
  [ 18  15  17]]]",[0. 1. 0.]
"[[[ 81  59  30]
  [ 80  58  31]
  [ 78  55  31]
  ...
  [137 148 158]
  [118 129 143]
  [112 123 139]]

 [[ 81  59  31]
  [ 80  58  31]
  [ 79  55  31]
  ...
  [137 148 159]
  [119 131 145]
  [113 125 141]]

 [[ 82  59  31]
  [ 81  58  31]
  [ 79  55  31]
  ...
  [138 150 162]
  [124 138 153]
  [119 133 150]]

 ...

 [[177 169 158]
  [175 167 156]
  [170 162 152]
  ...
  [ 89  80  72]
  [ 81  72  65]
  [ 78  69  61]]

 [[194 188 177]
  [193 187 177]
  [191 185 175]
  ...
  [141 135 126]
  [134 127 119]
  [130 124 115]]

 [[194 189 178]
  [194 188 177]
  [193 187 177]
  ...
  [166 160 151]
  [160 155 146]
  [156 152 143]]]",[0. 1. 0.]
"[[[16 16 16]
  [16 16 16]
  [15 15 15]
  ...
  [ 4  2 25]
  [ 4  1 25]
  [ 4  1 25]]

 [[15 15 15]
  [15 15 15]
  [15 15 15]
  ...
  [ 3  1 24]
  [ 4  1 25]
  [ 4  1 25]]

 [[14 14 14]
  [14 14 14]
  [13 13 13]
  ...
  [ 3  1 23]
  [ 3  1 24]
  [ 3  1 24]]

 ...

 [[26 37 77]
  [25 36 75]
  [22 32 71]
  ...
  [ 7  4  1]
  [ 6  3  1]
  [ 5  2  1]]

 [[30 41 81]
  [29 40 79]
  [27 36 75]
  ...
  [ 9  4  1]
  [ 8  3  1]
  [ 7  2  1]]

 [[32 43 83]
  [31 41 81]
  [28 38 77]
  ...
  [10  4  2]
  [ 8  3  2]
  [ 8  3  2]]]",[0. 1. 0.]
"[[[ 5  0  5]
  [ 4  0  5]
  [ 3  0  5]
  ...
  [ 2  1  5]
  [ 1  0  4]
  [ 1  0  4]]

 [[ 4  0  5]
  [ 4  0  5]
  [ 3  1  5]
  ...
  [ 2  1  5]
  [ 2  1  5]
  [ 1  0  4]]

 [[ 3  1  5]
  [ 3  1  5]
  [ 2  1  5]
  ...
  [ 3  2  6]
  [ 2  1  5]
  [ 2  1  5]]

 ...

 [[53 60 96]
  [50 56 90]
  [43 48 78]
  ...
  [26 29 32]
  [31 34 37]
  [33 37 40]]

 [[49 56 90]
  [45 52 84]
  [38 42 70]
  ...
  [30 32 38]
  [35 38 43]
  [38 41 46]]

 [[46 54 87]
  [43 49 81]
  [36 39 67]
  ...
  [32 34 40]
  [37 39 46]
  [40 42 49]]]",[0. 1. 0.]
"[[[ 93  97  76]
  [ 81  84  63]
  [ 60  60  40]
  ...
  [ 65  46  31]
  [ 63  45  30]
  [ 62  45  30]]

 [[ 93  96  75]
  [ 81  84  63]
  [ 60  60  40]
  ...
  [ 64  46  30]
  [ 63  45  29]
  [ 62  45  29]]

 [[ 92  96  74]
  [ 81  83  62]
  [ 61  60  40]
  ...
  [ 63  46  28]
  [ 63  46  28]
  [ 62  46  28]]

 ...

 [[127 132 136]
  [123 127 133]
  [122 123 131]
  ...
  [134 149 154]
  [131 144 147]
  [129 142 143]]

 [[154 158 157]
  [155 158 159]
  [161 162 164]
  ...
  [132 146 151]
  [130 141 143]
  [129 139 139]]

 [[170 173 169]
  [173 175 173]
  [182 182 182]
  ...
  [131 145 149]
  [129 140 141]
  [129 138 138]]]",[0. 1. 0.]
"[[[ 41  57  76]
  [ 44  60  79]
  [ 51  67  86]
  ...
  [207 214 203]
  [221 229 215]
  [227 234 220]]

 [[ 41  57  76]
  [ 43  59  79]
  [ 50  66  86]
  ...
  [206 213 202]
  [221 228 214]
  [226 234 219]]

 [[ 38  55  75]
  [ 41  58  78]
  [ 48  65  85]
  ...
  [204 211 199]
  [220 227 213]
  [226 233 218]]

 ...

 [[ 93 101 101]
  [ 89  97  97]
  [ 80  88  88]
  ...
  [153 157 157]
  [153 157 157]
  [153 157 157]]

 [[101 109 109]
  [ 97 105 105]
  [ 87  95  95]
  ...
  [152 156 156]
  [152 157 157]
  [152 157 157]]

 [[104 112 112]
  [100 108 108]
  [ 89  97  97]
  ...
  [152 156 156]
  [152 157 157]
  [152 157 157]]]",[0. 1. 0.]
"[[[179 217 246]
  [184 221 247]
  [193 228 249]
  ...
  [ 47  51  66]
  [ 36  37  44]
  [ 33  33  37]]

 [[172 211 245]
  [177 215 246]
  [186 223 248]
  ...
  [ 49  53  69]
  [ 36  38  45]
  [ 32  33  37]]

 [[152 194 240]
  [158 199 243]
  [170 210 247]
  ...
  [ 52  58  77]
  [ 38  40  50]
  [ 33  35  39]]

 ...

 [[ 94  94  99]
  [ 90  90  93]
  [ 81  80  84]
  ...
  [ 45  40  58]
  [ 45  39  65]
  [ 48  41  73]]

 [[ 94  94  97]
  [ 90  90  92]
  [ 85  84  84]
  ...
  [ 70  67  79]
  [ 67  65  76]
  [ 68  66  79]]

 [[ 93  93  96]
  [ 90  90  91]
  [ 85  84  84]
  ...
  [ 86  84  93]
  [ 82  82  89]
  [ 83  84  90]]]",[0. 1. 0.]
"[[[ 69  82 112]
  [ 69  81 109]
  [ 64  74  98]
  ...
  [ 35  33  32]
  [ 36  34  33]
  [ 37  34  34]]

 [[ 67  78 107]
  [ 64  75 101]
  [ 57  65  85]
  ...
  [ 35  33  32]
  [ 35  33  32]
  [ 36  34  33]]

 [[ 62  72  97]
  [ 56  64  85]
  [ 44  48  60]
  ...
  [ 35  33  32]
  [ 35  33  32]
  [ 35  32  31]]

 ...

 [[ 95 108 163]
  [ 93 107 162]
  [ 90 104 158]
  ...
  [ 61  59  58]
  [ 88  89  87]
  [ 99 101  99]]

 [[ 91 104 160]
  [ 89 102 158]
  [ 86  99 153]
  ...
  [ 47  45  44]
  [ 75  75  74]
  [ 89  90  88]]

 [[ 89 101 158]
  [ 87 100 156]
  [ 84  97 151]
  ...
  [ 41  39  38]
  [ 68  69  67]
  [ 83  84  82]]]",[0. 1. 0.]
"[[[206 187 164]
  [187 166 139]
  [144 117  88]
  ...
  [ 51  40  29]
  [ 84  67  44]
  [105  85  55]]

 [[203 184 161]
  [184 164 136]
  [141 115  85]
  ...
  [ 51  40  31]
  [ 80  64  43]
  [ 99  80  53]]

 [[197 180 155]
  [178 159 130]
  [136 112  81]
  ...
  [ 49  39  34]
  [ 69  55  39]
  [ 83  66  44]]

 ...

 [[184 177 178]
  [184 177 178]
  [183 177 177]
  ...
  [161 152 112]
  [170 133  74]
  [173 127  61]]

 [[185 178 179]
  [185 179 180]
  [186 179 180]
  ...
  [171 137  81]
  [178 128  59]
  [180 127  55]]

 [[185 178 179]
  [186 179 180]
  [187 180 181]
  ...
  [174 131  68]
  [181 127  55]
  [182 127  54]]]",[0. 1. 0.]
"[[[ 43  57  91]
  [ 51  66 103]
  [ 64  82 125]
  ...
  [ 20  22  30]
  [ 19  21  30]
  [ 19  21  31]]

 [[ 44  59  94]
  [ 51  67 105]
  [ 63  82 125]
  ...
  [ 20  22  30]
  [ 19  21  30]
  [ 19  21  31]]

 [[ 47  64 102]
  [ 53  71 111]
  [ 62  83 128]
  ...
  [ 19  22  31]
  [ 18  21  30]
  [ 18  21  30]]

 ...

 [[127 143 191]
  [127 143 190]
  [125 142 190]
  ...
  [ 46  65 101]
  [ 44  62  99]
  [ 43  60  99]]

 [[114 132 180]
  [114 132 180]
  [115 132 181]
  ...
  [ 39  57  93]
  [ 37  55  92]
  [ 37  54  92]]

 [[109 127 176]
  [109 127 176]
  [111 128 177]
  ...
  [ 35  53  89]
  [ 34  52  89]
  [ 34  51  89]]]",[0. 1. 0.]
"[[[ 89  91 131]
  [ 88  90 128]
  [ 85  86 122]
  ...
  [ 72  61  81]
  [ 71  60  79]
  [ 71  60  80]]

 [[ 87  89 127]
  [ 86  87 125]
  [ 83  84 119]
  ...
  [ 73  61  82]
  [ 71  59  80]
  [ 71  60  81]]

 [[ 83  84 121]
  [ 82  83 120]
  [ 80  80 115]
  ...
  [ 76  63  87]
  [ 72  60  84]
  [ 71  60  85]]

 ...

 [[136 144 214]
  [137 146 216]
  [141 151 219]
  ...
  [243 185  64]
  [243 183  62]
  [243 183  62]]

 [[137 144 213]
  [139 147 214]
  [148 156 218]
  ...
  [243 182  59]
  [243 181  56]
  [244 181  57]]

 [[137 144 212]
  [139 147 213]
  [151 158 217]
  ...
  [242 181  58]
  [243 181  55]
  [244 181  56]]]",[0. 1. 0.]
"[[[ 60  45  31]
  [ 60  45  31]
  [ 60  45  30]
  ...
  [ 80  63  54]
  [ 80  58  49]
  [ 80  55  46]]

 [[ 60  45  29]
  [ 59  45  29]
  [ 58  45  29]
  ...
  [ 80  62  53]
  [ 80  58  49]
  [ 80  55  46]]

 [[ 58  44  27]
  [ 57  43  27]
  [ 55  42  27]
  ...
  [ 78  59  50]
  [ 79  56  47]
  [ 79  54  45]]

 ...

 [[158 179 193]
  [158 178 192]
  [156 176 190]
  ...
  [180 173 154]
  [180 172 153]
  [180 171 152]]

 [[160 180 193]
  [160 179 193]
  [158 177 190]
  ...
  [179 172 153]
  [180 171 153]
  [181 171 153]]

 [[162 180 193]
  [161 179 193]
  [159 177 191]
  ...
  [179 172 153]
  [181 171 153]
  [181 170 153]]]",[0. 1. 0.]
"[[[ 24  28  43]
  [ 24  28  43]
  [ 24  28  45]
  ...
  [ 55  58  80]
  [ 60  59  76]
  [ 63  59  74]]

 [[ 23  28  42]
  [ 23  28  42]
  [ 24  28  44]
  ...
  [ 53  56  78]
  [ 60  58  75]
  [ 63  58  74]]

 [[ 21  26  39]
  [ 22  26  40]
  [ 23  27  42]
  ...
  [ 50  51  76]
  [ 58  55  74]
  [ 62  56  73]]

 ...

 [[ 87 115 172]
  [ 87 117 179]
  [ 90 123 192]
  ...
  [ 14  19  35]
  [ 14  18  33]
  [ 14  18  32]]

 [[ 74  97 144]
  [ 78 104 155]
  [ 86 117 178]
  ...
  [ 14  18  35]
  [ 14  18  32]
  [ 13  18  31]]

 [[ 68  89 130]
  [ 74  98 144]
  [ 84 115 172]
  ...
  [ 14  18  35]
  [ 14  18  32]
  [ 13  18  31]]]",[0. 1. 0.]
"[[[ 87  92 134]
  [ 89  94 134]
  [ 88  94 130]
  ...
  [ 40  38  34]
  [ 41  38  34]
  [ 41  38  34]]

 [[ 89  94 137]
  [ 91  96 137]
  [ 90  96 132]
  ...
  [ 39  37  34]
  [ 40  37  34]
  [ 40  37  34]]

 [[ 94 100 142]
  [ 96 101 142]
  [ 94 100 136]
  ...
  [ 38  37  35]
  [ 39  37  34]
  [ 39  37  34]]

 ...

 [[138 124 103]
  [148 133 114]
  [169 156 139]
  ...
  [ 78  95 108]
  [ 78  95 108]
  [ 78  95 107]]

 [[124 109  90]
  [134 118  99]
  [157 139 121]
  ...
  [ 76  92 105]
  [ 74  91 102]
  [ 73  90 101]]

 [[118 103  85]
  [128 112  93]
  [151 133 114]
  ...
  [ 75  91 103]
  [ 72  88  99]
  [ 71  87  97]]]",[0. 1. 0.]
"[[[  2   2   2]
  [  3   3   4]
  [  4   5   6]
  ...
  [ 32  40  55]
  [ 29  36  46]
  [ 28  33  42]]

 [[  2   3   3]
  [  2   4   4]
  [  3   5   6]
  ...
  [ 31  40  55]
  [ 30  36  46]
  [ 29  34  43]]

 [[  2   3   3]
  [  2   4   4]
  [  2   5   7]
  ...
  [ 31  40  56]
  [ 30  36  47]
  [ 29  34  43]]

 ...

 [[ 55  65 116]
  [ 55  65 116]
  [ 55  64 116]
  ...
  [161 132 172]
  [160 138 173]
  [157 138 171]]

 [[ 58  65 109]
  [ 58  65 109]
  [ 58  64 109]
  ...
  [159 132 170]
  [148 129 163]
  [139 123 156]]

 [[ 59  65 104]
  [ 59  64 104]
  [ 59  64 105]
  ...
  [158 131 169]
  [143 124 158]
  [131 115 149]]]",[0. 1. 0.]
"[[[178 186 211]
  [185 192 216]
  [197 203 224]
  ...
  [ 12  11  10]
  [ 13  11  10]
  [ 13  10  10]]

 [[169 176 202]
  [176 183 208]
  [190 197 220]
  ...
  [ 11  11   9]
  [ 12  10  10]
  [ 12  10  10]]

 [[152 159 186]
  [159 166 192]
  [174 180 206]
  ...
  [ 10   9   8]
  [ 11   9   8]
  [ 12   9   8]]

 ...

 [[195 191 204]
  [194 190 203]
  [191 187 200]
  ...
  [ 30  40  59]
  [ 25  33  50]
  [ 23  30  47]]

 [[196 192 205]
  [195 191 205]
  [190 187 202]
  ...
  [ 34  44  64]
  [ 27  35  53]
  [ 24  32  49]]

 [[197 192 206]
  [195 191 206]
  [189 186 203]
  ...
  [ 35  45  65]
  [ 27  36  54]
  [ 24  32  50]]]",[0. 1. 0.]
"[[[ 95 101 147]
  [ 90  96 143]
  [ 83  88 137]
  ...
  [  2   3  24]
  [  1   2  24]
  [  1   2  24]]

 [[ 96 101 148]
  [ 92  97 144]
  [ 84  88 137]
  ...
  [  2   3  26]
  [  2   3  26]
  [  2   3  26]]

 [[ 93  97 142]
  [ 89  92 138]
  [ 81  85 132]
  ...
  [  4   5  31]
  [  4   5  32]
  [  4   5  32]]

 ...

 [[ 25  27  39]
  [ 26  29  42]
  [ 45  48  65]
  ...
  [ 86  83 127]
  [ 96  93 130]
  [105 102 136]]

 [[ 25  26  38]
  [ 26  28  41]
  [ 46  47  64]
  ...
  [ 89  85 125]
  [112 107 139]
  [129 124 152]]

 [[ 24  25  38]
  [ 26  27  41]
  [ 46  46  64]
  ...
  [ 91  87 124]
  [120 115 144]
  [140 134 160]]]",[0. 1. 0.]
"[[[188 195 190]
  [188 195 190]
  [188 195 190]
  ...
  [ 29  26  22]
  [ 29  26  22]
  [ 28  25  21]]

 [[188 195 190]
  [188 195 190]
  [188 195 190]
  ...
  [ 29  26  22]
  [ 28  25  21]
  [ 28  25  21]]

 [[188 195 190]
  [188 195 190]
  [188 195 190]
  ...
  [ 27  24  20]
  [ 27  23  20]
  [ 26  23  19]]

 ...

 [[193 200 195]
  [192 200 195]
  [192 200 195]
  ...
  [ 77 100 125]
  [ 77  99 125]
  [ 77  99 125]]

 [[190 198 195]
  [189 198 195]
  [189 199 196]
  ...
  [ 78 101 127]
  [ 78 102 127]
  [ 79 103 128]]

 [[188 198 195]
  [188 198 196]
  [187 198 196]
  ...
  [ 78 102 128]
  [ 79 103 129]
  [ 80 104 129]]]",[0. 1. 0.]
"[[[ 22  24  28]
  [ 21  24  29]
  [ 19  24  35]
  ...
  [ 20  23  33]
  [ 19  22  32]
  [ 19  21  31]]

 [[ 21  24  28]
  [ 20  24  30]
  [ 19  25  37]
  ...
  [ 21  25  35]
  [ 21  23  33]
  [ 20  22  32]]

 [[ 19  23  28]
  [ 19  23  31]
  [ 19  27  41]
  ...
  [ 23  27  37]
  [ 23  25  35]
  [ 22  24  34]]

 ...

 [[147 169 220]
  [147 169 221]
  [147 168 221]
  ...
  [ 46  69 113]
  [ 44  66 111]
  [ 43  66 110]]

 [[146 168 219]
  [146 168 219]
  [143 165 217]
  ...
  [ 40  62 106]
  [ 39  61 105]
  [ 39  61 105]]

 [[146 168 219]
  [146 168 219]
  [142 165 216]
  ...
  [ 37  59 103]
  [ 37  58 103]
  [ 38  59 103]]]",[0. 1. 0.]
"[[[  8   8   8]
  [  7   7   7]
  [  6   6   6]
  ...
  [100 108 128]
  [ 72  78  93]
  [ 58  63  75]]

 [[  8   8   8]
  [  7   7   7]
  [  6   6   6]
  ...
  [106 114 134]
  [ 80  85 100]
  [ 65  70  82]]

 [[  6   6   6]
  [  6   6   6]
  [  5   5   5]
  ...
  [119 125 145]
  [ 96 102 116]
  [ 84  89 101]]

 ...

 [[ 25  26  55]
  [ 34  36  69]
  [ 58  62 101]
  ...
  [162 152 176]
  [163 156 176]
  [163 156 175]]

 [[  9   8  31]
  [ 14  13  39]
  [ 30  32  62]
  ...
  [159 153 178]
  [159 156 178]
  [159 157 178]]

 [[  5   3  25]
  [  8   6  30]
  [ 19  19  47]
  ...
  [157 153 178]
  [157 156 179]
  [157 157 178]]]",[0. 1. 0.]
"[[[15 15 27]
  [14 15 27]
  [14 14 27]
  ...
  [17 16 30]
  [17 17 32]
  [17 17 32]]

 [[14 14 28]
  [14 14 27]
  [14 14 27]
  ...
  [17 16 30]
  [17 17 31]
  [17 17 32]]

 [[14 14 28]
  [14 14 28]
  [13 14 27]
  ...
  [17 16 29]
  [17 17 31]
  [17 17 31]]

 ...

 [[17 15 21]
  [17 15 21]
  [17 15 21]
  ...
  [19 14 20]
  [19 13 20]
  [19 13 19]]

 [[16 14 20]
  [16 14 20]
  [16 14 20]
  ...
  [20 14 20]
  [20 14 19]
  [20 13 19]]

 [[16 14 20]
  [16 14 20]
  [16 14 20]
  ...
  [20 14 19]
  [20 14 19]
  [20 14 18]]]",[0. 1. 0.]
"[[[227 236 221]
  [226 234 219]
  [223 232 217]
  ...
  [236 230 214]
  [236 227 208]
  [236 226 206]]

 [[226 235 220]
  [225 234 219]
  [223 232 217]
  ...
  [237 230 213]
  [236 227 207]
  [237 226 205]]

 [[224 234 219]
  [224 234 219]
  [224 233 219]
  ...
  [239 230 212]
  [237 226 205]
  [237 225 202]]

 ...

 [[ 74  58  43]
  [ 74  57  42]
  [ 72  56  40]
  ...
  [155 138 118]
  [154 137 116]
  [152 137 115]]

 [[ 73  57  42]
  [ 72  56  42]
  [ 71  55  40]
  ...
  [157 138 120]
  [154 137 119]
  [152 137 118]]

 [[ 75  60  45]
  [ 75  59  45]
  [ 73  58  43]
  ...
  [158 140 122]
  [154 138 121]
  [152 137 120]]]",[0. 1. 0.]
"[[[ 29  24  32]
  [ 32  30  42]
  [ 39  43  62]
  ...
  [  6   4   6]
  [  4   2   5]
  [  3   2   5]]

 [[ 27  23  30]
  [ 31  29  40]
  [ 39  42  61]
  ...
  [  6   4   6]
  [  4   2   5]
  [  3   2   5]]

 [[ 27  22  29]
  [ 30  28  38]
  [ 37  41  58]
  ...
  [  7   4   6]
  [  6   4   7]
  [  7   5   8]]

 ...

 [[161 136 122]
  [164 139 125]
  [171 147 133]
  ...
  [ 13  22  40]
  [ 12  21  39]
  [ 12  20  39]]

 [[158 133 119]
  [161 136 122]
  [169 145 131]
  ...
  [ 12  20  38]
  [ 11  19  37]
  [ 12  19  37]]

 [[157 132 117]
  [160 135 121]
  [168 144 130]
  ...
  [ 11  19  37]
  [ 11  19  36]
  [ 11  19  37]]]",[0. 1. 0.]
